organisation,wikidata,name,website,statistical-geography,toid,opendatacommunities,esd-inventories,start-date,end-date
local-authority-eng:EDO,Q1277828,East Dorset District Council,https://www.dorsetforyou.com,E07000049,7000000000014422,http://opendatacommunities.org/id/geography/administration/nmd/E07000049,,,2019-03-31
local-authority-eng:EHA,Q1277894,East Hampshire District Council,https://www.easthants.gov.uk,E07000085,7000000000017315,http://opendatacommunities.org/id/geography/administration/nmd/E07000085,,,
local-authority-eng:EHE,,East Hertfordshire District Council,https://www.eastherts.gov.uk,E07000097,,http://opendatacommunities.org/id/geography/administration/nmd/E07000097,,,
local-authority-eng:ELI,Q82181,East Lindsey District Council,https://www.e-lindsey.gov.uk,E07000137,7000000000005317,http://opendatacommunities.org/id/geography/administration/nmd/E07000137,,,
local-authority-eng:ELM,Q1292592,Elmbridge Borough Council,https://www.elmbridge.gov.uk,E07000207,7000000000013981,http://opendatacommunities.org/id/geography/administration/nmd/E07000207,,,
local-authority-eng:ENF,Q210531,London Borough of Enfield,https://www.enfield.gov.uk,E09000010,7000000000011329,http://opendatacommunities.org/id/geography/administration/lonb/E09000010,,,
local-authority-eng:ENO,Q1277974,East Northamptonshire Council,https://www.east-northamptonshire.gov.uk,E07000152,7000000000007301,http://opendatacommunities.org/id/geography/administration/nmd/E07000152,,,
local-authority-eng:EPP,Q1347659,Epping Forest District Council,https://www.eppingforestdc.gov.uk,E07000072,7000000000019968,http://opendatacommunities.org/id/geography/administration/nmd/E07000072,,,
local-authority-eng:EPS,Q257577,Epsom and Ewell Borough Council,https://www.epsom-ewell.gov.uk,E07000208,7000000000013949,http://opendatacommunities.org/id/geography/administration/nmd/E07000208,,,
local-authority-eng:ERE,Q1350065,Erewash Borough Council,https://www.erewash.gov.uk,E07000036,7000000000013264,http://opendatacommunities.org/id/geography/administration/nmd/E07000036,,,
local-authority-eng:ERY,,East Riding of Yorkshire Council,https://www.eastriding.gov.uk,E06000011,,http://opendatacommunities.org/id/geography/administration/ua/E06000011,,,
local-authority-eng:ESK,Q54554266,East Suffolk Council,https://www.eastsuffolk.gov.uk,E07000244,,,,,
local-authority-eng:ESS,Q21272241,Essex County Council,https://www.essex.gov.uk,E10000012,7000000000019687,http://opendatacommunities.org/id/geography/administration/cty/E10000012,,,
local-authority-eng:EST,Q1278032,East Staffordshire Borough Council,https://www.eaststaffsbc.gov.uk,E07000193,7000000000015064,http://opendatacommunities.org/id/geography/administration/nmd/E07000193,,,
local-authority-eng:ESX,Q21694646,East Sussex County Council,https://www.eastsussex.gov.uk,E10000011,7000000000002625,http://opendatacommunities.org/id/geography/administration/cty/E10000011,,,
local-authority-eng:EXE,Q21886091,Exeter City Council,https://www.exeter.gov.uk,E07000041,7000000000022606,http://opendatacommunities.org/id/geography/administration/nmd/E07000041,,,
local-authority-eng:FAR,Q894084,Fareham Borough Council,https://www.fareham.gov.uk,E07000087,7000000000017544,http://opendatacommunities.org/id/geography/administration/nmd/E07000087,,,
local-authority-eng:FEN,Q176029,Fenland District Council,https://www.fenland.gov.uk,E07000010,7000000000001357,http://opendatacommunities.org/id/geography/administration/nmd/E07000010,,,
local-authority-eng:FOE,Q902998,Forest of Dean District Council,https://www.fdean.gov.uk,E07000080,7000000000020508,http://opendatacommunities.org/id/geography/administration/nmd/E07000080,,,
local-authority-eng:FOR,Q1296758,Forest Heath District Council,https://www.forest-heath.gov.uk,E07000201,7000000000015867,http://opendatacommunities.org/id/geography/administration/nmd/E07000201,,,2019-03-31
local-authority-eng:FYL,Q1478592,Fylde Borough Council,https://www.fylde.gov.uk,E07000119,7000000000004985,http://opendatacommunities.org/id/geography/administration/nmd/E07000119,,,
local-authority-eng:GAT,,Gateshead Metropolitan Borough Council,https://www.gateshead.gov.uk,E08000020,,http://opendatacommunities.org/id/geography/administration/md/E08000020,,,
local-authority-eng:GED,Q1497633,Gedling Borough Council,https://www.gedling.gov.uk,E07000173,7000000000007914,http://opendatacommunities.org/id/geography/administration/nmd/E07000173,,,
local-authority-eng:GLA,Q1135166,Greater London Authority,https://www.london.gov.uk,E12000007,,,,,
local-authority-eng:GLO,Q20986485,Gloucester City Council,https://www.gloucester.gov.uk,E07000081,7000000000020391,http://opendatacommunities.org/id/geography/administration/nmd/E07000081,,,
local-authority-eng:GLS,,Gloucestershire County Council,https://www.gloucestershire.gov.uk,E10000013,,http://opendatacommunities.org/id/geography/administration/cty/E10000013,,,
local-authority-eng:GMCA,Q5600634,Greater Manchester Combined Authority,https://www.greatermanchester-ca.gov.uk,E47000001,,,,,
local-authority-eng:GOS,,Gosport Borough Council,https://www.gosport.gov.uk,E07000088,,http://opendatacommunities.org/id/geography/administration/nmd/E07000088,,,
local-authority-eng:GRA,Q1459781,Gravesham Borough Council,https://www.gravesham.gov.uk,E07000109,7000000000018515,http://opendatacommunities.org/id/geography/administration/nmd/E07000109,,,
local-authority-eng:GRE,Q693450,Royal Borough of Greenwich,https://www.royalgreenwich.gov.uk,E09000011,7000000000010777,http://opendatacommunities.org/id/geography/administration/lonb/E09000011,,,
local-authority-eng:GRT,Q894086,Guildford Borough Council,https://www.guildford.gov.uk,E07000209,7000000000014002,http://opendatacommunities.org/id/geography/administration/nmd/E07000209,,,
local-authority-eng:GRY,Q894085,Great Yarmouth Borough Council,https://www.great-yarmouth.gov.uk,E07000145,7000000000006392,http://opendatacommunities.org/id/geography/administration/nmd/E07000145,,,
local-authority-eng:HAA,,Havant Borough Council,https://www.havant.gov.uk,E07000090,,http://opendatacommunities.org/id/geography/administration/nmd/E07000090,,,
local-authority-eng:HAE,Q1572719,Hambleton District Council,https://www.hambleton.gov.uk,E07000164,7000000000021482,http://opendatacommunities.org/id/geography/administration/nmd/E07000164,,,
local-authority-eng:HAG,Q894087,Harrogate Borough Council,https://www.harrogate.gov.uk,E07000165,7000000000021490,http://opendatacommunities.org/id/geography/administration/nmd/E07000165,,,
local-authority-eng:HAL,Q376141,Halton Borough Council,https://www.halton.gov.uk,E06000006,7000000000038848,http://opendatacommunities.org/id/geography/administration/ua/E06000006,,,
local-authority-eng:HAM,Q21694653,Hampshire County Council,https://www.hants.gov.uk,E10000014,7000000000017765,http://opendatacommunities.org/id/geography/administration/cty/E10000014,,,
local-authority-eng:HAO,Q1556307,Harborough District Council,https://www.harborough.gov.uk,E07000131,7000000000023279,http://opendatacommunities.org/id/geography/administration/nmd/E07000131,,,
local-authority-eng:HAR,,Harlow District Council,https://www.harlow.gov.uk,E07000073,,http://opendatacommunities.org/id/geography/administration/nmd/E07000073,,,
local-authority-eng:HAS,,Hastings Borough Council,https://www.hastings.gov.uk,E07000062,,http://opendatacommunities.org/id/geography/administration/nmd/E07000062,,,
local-authority-eng:HAT,Q1587050,Hart District Council,https://www.hart.gov.uk,E07000089,7000000000017486,http://opendatacommunities.org/id/geography/administration/nmd/E07000089,,,
local-authority-eng:HAV,Q215038,London Borough of Havering,https://www.havering.gov.uk,E09000016,7000000000010807,http://opendatacommunities.org/id/geography/administration/lonb/E09000016,,,
local-authority-eng:HCK,Q205679,London Borough of Hackney,https://www.hackney.gov.uk,E09000012,7000000000011199,http://opendatacommunities.org/id/geography/administration/lonb/E09000012,,,
local-authority-eng:HEF,Q23129,Herefordshire Council,https://www.herefordshire.gov.uk,E06000019,7000000000038904,http://opendatacommunities.org/id/geography/administration/ua/E06000019,,,
local-authority-eng:HER,Q1614775,Hertsmere Borough Council,https://www.hertsmere.gov.uk,E07000098,7000000000003708,http://opendatacommunities.org/id/geography/administration/nmd/E07000098,,,
local-authority-eng:HIG,Q1458060,High Peak Borough Council,https://www.highpeak.gov.uk,E07000037,7000000000013755,http://opendatacommunities.org/id/geography/administration/nmd/E07000037,,,
local-authority-eng:HIL,Q205690,London Borough of Hillingdon,https://www.hillingdon.gov.uk,E09000017,7000000000011539,http://opendatacommunities.org/id/geography/administration/lonb/E09000017,,,
local-authority-eng:HIN,Q946825,Hinckley and Bosworth Borough Council,https://www.hinckley-bosworth.gov.uk,E07000132,7000000000023555,http://opendatacommunities.org/id/geography/administration/nmd/E07000132,,,
local-authority-eng:HMF,Q40478,London Borough of Hammersmith & Fulham,https://www.milton-keynes.gov.uk,E09000013,7000000000011259,http://opendatacommunities.org/id/geography/administration/lonb/E09000013,,,
local-authority-eng:HNS,Q214162,London Borough of Hounslow,https://www.hounslow.gov.uk,E09000018,7000000000011489,http://opendatacommunities.org/id/geography/administration/lonb/E09000018,1446,,
local-authority-eng:HOR,Q1629013,Horsham District Council,https://www.horsham.gov.uk,E07000227,7000000000016340,http://opendatacommunities.org/id/geography/administration/nmd/E07000227,1475,,
local-authority-eng:HPL,Q2594690,Hartlepool Borough Council,https://www.hartlepool.gov.uk,E06000001,7000000000025589,http://opendatacommunities.org/id/geography/administration/ua/E06000001,,,
local-authority-eng:HRT,Q3410,Hertfordshire County Council,https://www.hertsdirect.org/,E10000015,7000000000003909,http://opendatacommunities.org/id/geography/administration/cty/E10000015,,,
local-authority-eng:HRW,Q210476,London Borough of Harrow,https://www.harrow.gov.uk,E09000015,7000000000011391,http://opendatacommunities.org/id/geography/administration/lonb/E09000015,,,
local-authority-eng:HRY,Q213560,London Borough of Haringey,https://www.haringey.gov.uk,E09000014,7000000000011290,http://opendatacommunities.org/id/geography/administration/lonb/E09000014,,,
local-authority-eng:HUN,Q23330,Huntingdonshire District Council,https://www.huntingdonshire.gov.uk,E07000011,7000000000001470,http://opendatacommunities.org/id/geography/administration/nmd/E07000011,,,
local-authority-eng:HYN,Q1640713,Hyndburn Borough Council,https://www.hyndburnbc.gov.uk,E07000120,7000000000004627,http://opendatacommunities.org/id/geography/administration/nmd/E07000120,,,
local-authority-eng:IOS,,Council of the Isles of Scilly,,E06000053,,http://opendatacommunities.org/id/geography/administration/ua/E06000053,,,
local-authority-eng:IOW,Q9679,Isle of Wight Council,https://www.iwight.com,E06000046,7000000000025469,http://opendatacommunities.org/id/geography/administration/ua/E06000046,,,
local-authority-eng:IPS,Q3801785,Ipswich Borough Council,https://www.ipswich.gov.uk,E07000202,7000000000015314,http://opendatacommunities.org/id/geography/administration/nmd/E07000202,,,
local-authority-eng:ISL,Q205817,London Borough of Islington,https://www.islington.gov.uk,E09000019,7000000000011281,http://opendatacommunities.org/id/geography/administration/lonb/E09000019,,,
local-authority-eng:KEC,Q188801,Royal Borough of Kensington and Chelsea,https://www.rbkc.gov.uk,E09000020,7000000000011270,http://opendatacommunities.org/id/geography/administration/lonb/E09000020,,,
local-authority-eng:KEN,Q21694674,Kent County Council,https://www.kent.gov.uk,E10000016,7000000000018210,http://opendatacommunities.org/id/geography/administration/cty/E10000016,,,
local-authority-eng:KET,Q894088,Kettering Borough Council,https://www.kettering.gov.uk,E07000153,7000000000007408,http://opendatacommunities.org/id/geography/administration/nmd/E07000153,,,
local-authority-eng:KHL,Q21885987,Hull City Council,https://www.hullcc.gov.uk,E06000010,7000000000025639,http://opendatacommunities.org/id/geography/administration/ua/E06000010,,,
local-authority-eng:KIN,Q1742192,Borough Council of King's Lynn and West Norfolk,https://www.west-norfolk.gov.uk,E07000146,7000000000007016,http://opendatacommunities.org/id/geography/administration/nmd/E07000146,,,
local-authority-eng:KIR,Q918975,Kirklees Council,https://www.kirklees.gov.uk,E08000034,7000000000016665,http://opendatacommunities.org/id/geography/administration/md/E08000034,,,
local-authority-eng:KTT,Q32508,Royal Borough of Kingston upon Thames,https://www.kingston.gov.uk,E09000021,7000000000011412,http://opendatacommunities.org/id/geography/administration/lonb/E09000021,,,
local-authority-eng:KWL,Q1228523,Knowsley Metropolitan Borough Council,https://www.knowsley.gov.uk,E08000011,7000000000044503,http://opendatacommunities.org/id/geography/administration/md/E08000011,,,
local-authority-eng:LAC,Q168052,Lancaster City Council,https://www.lancaster.gov.uk,E07000121,7000000000004925,http://opendatacommunities.org/id/geography/administration/nmd/E07000121,,,
local-authority-eng:LAN,Q21279371,Lancashire County Council,https://www.lancashire.gov.uk,E10000017,7000000000005156,http://opendatacommunities.org/id/geography/administration/cty/E10000017,,,
local-authority-eng:LBH,Q202059,London Borough of Lambeth,https://www.lambeth.gov.uk,E09000022,7000000000011144,http://opendatacommunities.org/id/geography/administration/lonb/E09000022,,,
local-authority-eng:LCE,,Leicester City Council,https://www.leicester.gov.uk,E06000016,,http://opendatacommunities.org/id/geography/administration/ua/E06000016,,,
local-authority-eng:LCR,Q16996746,Liverpool City Region,https://www.liverpoolcityregion-ca.gov.uk,E47000004,,,,,
local-authority-eng:LDS,Q774015,Leeds City Council,https://www.leeds.gov.uk,E08000035,7000000000016675,http://opendatacommunities.org/id/geography/administration/md/E08000035,1269,,
local-authority-eng:LEC,Q21272890,Leicestershire County Council,https://www.leics.gov.uk,E10000018,7000000000023423,http://opendatacommunities.org/id/geography/administration/cty/E10000018,,,
local-authority-eng:LEE,Q1254688,Lewes District Council,https://www.lewes.gov.uk,E07000063,7000000000002896,http://opendatacommunities.org/id/geography/administration/nmd/E07000063,,,
local-authority-eng:LEW,Q215030,London Borough of Lewisham,https://www.lewisham.gov.uk,E09000023,7000000000011039,http://opendatacommunities.org/id/geography/administration/lonb/E09000023,,,
local-authority-eng:LIC,,City of Lincoln Council,https://www.lincoln.gov.uk,E07000138,,http://opendatacommunities.org/id/geography/administration/nmd/E07000138,,,
local-authority-eng:LIF,Q1823259,Lichfield District Council,https://www.lichfielddc.gov.uk,E07000194,7000000000014797,http://opendatacommunities.org/id/geography/administration/nmd/E07000194,,,
local-authority-eng:LIN,,Lincolnshire County Council,https://www.lincolnshire.gov.uk,E10000019,,http://opendatacommunities.org/id/geography/administration/cty/E10000019,,,
local-authority-eng:LIV,Q21665571,Liverpool City Council,https://www.liverpool.gov.uk,E08000012,7000000000005974,http://opendatacommunities.org/id/geography/administration/md/E08000012,,,
local-authority-eng:LND,Q23311,City of London Corporation,https://www.cityoflondon.gov.uk,E09000001,4000000074343985,http://opendatacommunities.org/id/geography/administration/lonb/E09000001,,,
local-authority-eng:LUT,Q21683239,Luton Borough Council,https://www.luton.gov.uk,E06000032,7000000000037536,http://opendatacommunities.org/id/geography/administration/ua/E06000032,,,
local-authority-eng:MAI,Q737114,Maidstone Borough Council,https://www.maidstone.gov.uk,E07000110,7000000000018224,http://opendatacommunities.org/id/geography/administration/nmd/E07000110,,,
local-authority-eng:MAL,Q613878,Maldon District Council,https://www.maldon.gov.uk,E07000074,7000000000019501,http://opendatacommunities.org/id/geography/administration/nmd/E07000074,,,
local-authority-eng:MAN,,Manchester City Council,https://www.manchester.gov.uk,E08000003,,http://opendatacommunities.org/id/geography/administration/md/E08000003,,,
local-authority-eng:MAS,Q1891143,Mansfield District Council,https://www.mansfield.gov.uk,E07000174,7000000000008167,http://opendatacommunities.org/id/geography/administration/nmd/E07000174,,,
local-authority-eng:MAV,Q1427973,Malvern Hills District Council,https://www.malvernhills.gov.uk,E07000235,7000000000003292,http://opendatacommunities.org/id/geography/administration/nmd/E07000235,,,
local-authority-eng:MDB,,Middlesbrough Borough Council,https://www.middlesbrough.gov.uk,E06000002,,http://opendatacommunities.org/id/geography/administration/ua/E06000002,,,
local-authority-eng:MDE,Q662238,Mid Devon District Council,https://www.middevon.gov.uk,E07000042,7000000000022902,http://opendatacommunities.org/id/geography/administration/nmd/E07000042,,,
local-authority-eng:MDW,Q797782,Medway Council,https://www.medway.gov.uk,E06000035,7000000000038908,http://opendatacommunities.org/id/geography/administration/ua/E06000035,,,
local-authority-eng:MEL,Q1853349,Melton Borough Council,https://www.melton.gov.uk,E07000133,7000000000023352,http://opendatacommunities.org/id/geography/administration/nmd/E07000133,,,
local-authority-eng:MEN,Q657798,Mendip District Council,https://www.mendip.gov.uk,E07000187,7000000000043462,http://opendatacommunities.org/id/geography/administration/nmd/E07000187,,,
local-authority-eng:MIK,Q894090,Milton Keynes Council,http://www.miltonkeynes.gov.uk/,E06000042,7000000000038413,http://opendatacommunities.org/id/geography/administration/ua/E06000042,,,
local-authority-eng:MOL,Q961824,Mole Valley District Council,https://www.molevalley.gov.uk,E07000210,7000000000044474,http://opendatacommunities.org/id/geography/administration/nmd/E07000210,,,
local-authority-eng:MRT,Q32504,London Borough of Merton,https://www.merton.gov.uk,E09000024,7000000000010995,http://opendatacommunities.org/id/geography/administration/lonb/E09000024,,,
local-authority-eng:MSS,Q1344342,Mid Sussex District Council,https://www.midsussex.gov.uk,E07000228,7000000000016211,http://opendatacommunities.org/id/geography/administration/nmd/E07000228,,,
local-authority-eng:MSU,Q1931811,Mid Suffolk District Council,https://www.midsuffolk.gov.uk,E07000203,7000000000015674,http://opendatacommunities.org/id/geography/administration/nmd/E07000203,,,
local-authority-eng:NBL,,Northumberland County Council,https://www.northumberland.gov.uk,E06000048,,http://opendatacommunities.org/id/geography/administration/ua/E06000048,,,
local-authority-eng:NDE,Q674940,North Devon District Council,https://www.northdevon.gov.uk,E07000043,7000000000022933,http://opendatacommunities.org/id/geography/administration/nmd/E07000043,,,
local-authority-eng:NDO,Q1752494,North Dorset District Council,https://www.dorsetforyou.com,E07000050,7000000000014451,http://opendatacommunities.org/id/geography/administration/nmd/E07000050,,,2019-03-31
local-authority-eng:NEA,Q637772,Newark and Sherwood District Council,https://www.newark-sherwooddc.gov.uk,E07000175,7000000000008100,http://opendatacommunities.org/id/geography/administration/nmd/E07000175,,,
local-authority-eng:NEC,Q894089,Newcastle-under-Lyme Borough Council,https://www.newcastle-staffs.gov.uk,E07000195,7000000000015178,http://opendatacommunities.org/id/geography/administration/nmd/E07000195,,,
local-authority-eng:NED,Q1384012,North East Derbyshire District Council,https://www.ne-derbyshire.gov.uk,E07000038,7000000000013391,http://opendatacommunities.org/id/geography/administration/nmd/E07000038,,,
local-authority-eng:NEL,Q1342914,North East Lincolnshire Council,https://www.nelincs.gov.uk,E06000012,7000000000025650,http://opendatacommunities.org/id/geography/administration/ua/E06000012,,,
local-authority-eng:NET,,Newcastle City Council,https://www.newcastle.gov.uk,E08000021,,http://opendatacommunities.org/id/geography/administration/md/E08000021,,,
local-authority-eng:NEW,Q1972541,New Forest District Council,https://www.newforestdc.gov.uk,E07000091,7000000000017733,http://opendatacommunities.org/id/geography/administration/nmd/E07000091,,,
local-authority-eng:NFK,Q23109,Norfolk County Council,https://www.norfolk.gov.uk,E10000020,7000000000007238,http://opendatacommunities.org/id/geography/administration/cty/E10000020,,,
local-authority-eng:NGM,Q21885994,Nottingham City Council,https://www.nottinghamcity.gov.uk,E06000018,7000000000038857,http://opendatacommunities.org/id/geography/administration/ua/E06000018,,,
local-authority-eng:NHE,Q1685976,North Hertfordshire District Council,https://www.north-herts.gov.uk,E07000099,7000000000003897,http://opendatacommunities.org/id/geography/administration/nmd/E07000099,,,
local-authority-eng:NKE,Q607082,North Kesteven District Council,https://www.n-kesteven.gov.uk,E07000139,7000000000005542,http://opendatacommunities.org/id/geography/administration/nmd/E07000139,,,
local-authority-eng:NLN,Q175945,North Lincolnshire Council,https://www.northlincs.gov.uk,E06000013,7000000000025623,http://opendatacommunities.org/id/geography/administration/ua/E06000013,,,
local-authority-eng:NNO,Q1545713,North Norfolk District Council,https://www.northnorfolk.org/,E07000147,7000000000007024,http://opendatacommunities.org/id/geography/administration/nmd/E07000147,,,
local-authority-eng:NOR,,Northampton Borough Council,https://www.northampton.gov.uk,E07000154,,http://opendatacommunities.org/id/geography/administration/nmd/E07000154,,,
local-authority-eng:NOW,,Norwich City Council,https://www.norwich.gov.uk,E07000148,,http://opendatacommunities.org/id/geography/administration/nmd/E07000148,,,
local-authority-eng:NSM,Q178196,North Somerset  Council,https://www.n-somerset.gov.uk,E06000024,7000000000025504,http://opendatacommunities.org/id/geography/administration/ua/E06000024,1536,,
local-authority-eng:NTH,Q23115,Northamptonshire County Council,https://www.northamptonshire.gov.uk,E10000021,7000000000007371,http://opendatacommunities.org/id/geography/administration/cty/E10000021,,,
local-authority-eng:NTT,Q21272736,Nottinghamshire County Council,https://www.nottinghamshire.gov.uk,E10000024,7000000000008127,http://opendatacommunities.org/id/geography/administration/cty/E10000024,,,
local-authority-eng:NTY,Q1120443,North Tyneside Council,https://www.northtyneside.gov.uk,E08000022,7000000000009699,http://opendatacommunities.org/id/geography/administration/md/E08000022,,,
local-authority-eng:NUN,Q920466,Nuneaton and Bedworth Borough Council,https://www.nuneatonandbedworth.gov.uk,E07000219,7000000000010057,http://opendatacommunities.org/id/geography/administration/nmd/E07000219,,,
local-authority-eng:NWA,Q2000897,North Warwickshire Borough Council,https://www.northwarks.gov.uk,E07000218,7000000000010124,http://opendatacommunities.org/id/geography/administration/nmd/E07000218,,,
local-authority-eng:NWL,Q1853930,North West Leicestershire District Council,https://www.nwleics.gov.uk,E07000134,7000000000023615,http://opendatacommunities.org/id/geography/administration/nmd/E07000134,,,
local-authority-eng:NWM,Q208139,London Borough of Newham,https://www.newham.gov.uk,E09000025,7000000000010929,http://opendatacommunities.org/id/geography/administration/lonb/E09000025,,,
local-authority-eng:NYK,Q21241814,North Yorkshire County Council,https://www.northyorks.gov.uk,E10000023,7000000000022028,http://opendatacommunities.org/id/geography/administration/cty/E10000023,,,
local-authority-eng:OAD,Q764425,Oadby and Wigston Borough Council,https://oadby-wigston.gov.uk,E07000135,7000000000023413,http://opendatacommunities.org/id/geography/administration/nmd/E07000135,,,
local-authority-eng:OLD,Q1278608,Oldham Metropolitan Borough Council,https://www.oldham.gov.uk,E08000004,7000000000018690,http://opendatacommunities.org/id/geography/administration/md/E08000004,,,
local-authority-eng:OXF,Q23169,Oxfordshire County Council,https://www.oxfordshire.gov.uk,E10000025,7000000000008328,http://opendatacommunities.org/id/geography/administration/cty/E10000025,,,
local-authority-eng:OXO,Q20986484,Oxford City Council,https://www.oxford.gov.uk,E07000178,7000000000008448,http://opendatacommunities.org/id/geography/administration/nmd/E07000178,,,
local-authority-eng:PEN,Q1693090,Pendle Borough Council,https://www.pendle.gov.uk,E07000122,7000000000043744,http://opendatacommunities.org/id/geography/administration/nmd/E07000122,,,
local-authority-eng:PLY,Q21674890,Plymouth City Council,https://www.plymouth.gov.uk,E06000026,7000000000038872,http://opendatacommunities.org/id/geography/administration/ua/E06000026,,,
local-authority-eng:POL,,Borough of Poole,https://www.boroughofpoole.com,E06000029,,http://opendatacommunities.org/id/geography/administration/ua/E06000029,,,2019-03-31
local-authority-eng:POR,Q21683233,Portsmouth City Council,https://www.portsmouth.gov.uk,E06000044,7000000000037254,http://opendatacommunities.org/id/geography/administration/ua/E06000044,,,
local-authority-eng:PRE,Q385669,Preston City Council,https://www.preston.gov.uk,E07000123,7000000000004853,http://opendatacommunities.org/id/geography/administration/nmd/E07000123,,,
local-authority-eng:PTE,Q12956645,Peterborough City Council,https://www.peterborough.gov.uk,E06000031,7000000000038886,http://opendatacommunities.org/id/geography/administration/ua/E06000031,,,
local-authority-eng:PUR,Q949312,Purbeck District Council,https://www.dorsetforyou.com,E07000051,7000000000014363,http://opendatacommunities.org/id/geography/administration/nmd/E07000051,,,2019-03-31
local-authority-eng:RCC,Q1434448,Redcar and Cleveland Borough Council,https://www.redcar-cleveland.gov.uk,E06000003,7000000000025588,http://opendatacommunities.org/id/geography/administration/ua/E06000003,,,
local-authority-eng:RCH,Q1892596,Rochdale Metropolitan Borough Council,https://www.rochdale.gov.uk,E08000005,7000000000018825,http://opendatacommunities.org/id/geography/administration/md/E08000005,,,
local-authority-eng:RDB,Q208955,London Borough of Redbridge,https://www.redbridge.gov.uk,E09000026,7000000000010955,http://opendatacommunities.org/id/geography/administration/lonb/E09000026,1520,,
local-authority-eng:RDG,,Reading Borough Council,https://beta.reading.gov.uk,E06000038,,http://opendatacommunities.org/id/geography/administration/ua/E06000038,,,
local-authority-eng:RED,,Redditch Borough Council,https://www.redditchbc.gov.uk,E07000236,,http://opendatacommunities.org/id/geography/administration/nmd/E07000236,,,
local-authority-eng:REI,Q2066396,Reigate and Banstead Borough Council,https://www.reigate-banstead.gov.uk,E07000211,7000000000013893,http://opendatacommunities.org/id/geography/administration/nmd/E07000211,,,
local-authority-eng:RIB,Q2116317,Ribble Valley Borough Council,https://www.ribblevalley.gov.uk,E07000124,7000000000004713,http://opendatacommunities.org/id/geography/administration/nmd/E07000124,,,
local-authority-eng:RIC,Q32515,London Borough of Richmond upon Thames,https://www.richmond.gov.uk,E09000027,7000000000011427,http://opendatacommunities.org/id/geography/administration/lonb/E09000027,,,
local-authority-eng:RIH,Q1683013,Richmondshire District Council,https://richmondshire.gov.uk,E07000166,7000000000021986,http://opendatacommunities.org/id/geography/administration/nmd/E07000166,,,
local-authority-eng:ROC,Q2160315,Rochford District Council,https://www.rochford.gov.uk,E07000075,7000000000019625,http://opendatacommunities.org/id/geography/administration/nmd/E07000075,,,
local-authority-eng:ROH,Q1811605,Rother District Council,https://www.rother.gov.uk,E07000064,7000000000002852,http://opendatacommunities.org/id/geography/administration/nmd/E07000064,,,
local-authority-eng:ROS,Q527423,Rossendale Borough Council,https://www.rossendale.gov.uk,E07000125,7000000000004572,http://opendatacommunities.org/id/geography/administration/nmd/E07000125,,,
local-authority-eng:ROT,Q1878732,Rotherham Metropolitan Borough Council,https://www.rotherham.gov.uk,E08000018,7000000000009123,http://opendatacommunities.org/id/geography/administration/md/E08000018,,,
local-authority-eng:RUG,Q894091,Rugby Borough Council,https://www.rugby.gov.uk,E07000220,7000000000009885,http://opendatacommunities.org/id/geography/administration/nmd/E07000220,,,
local-authority-eng:RUH,Q635274,Rushmoor Borough Council,https://www.rushmoor.gov.uk,E07000092,7000000000017275,http://opendatacommunities.org/id/geography/administration/nmd/E07000092,,,
local-authority-eng:RUN,Q9324032,Runnymede Borough Council,https://www.runnymede.gov.uk,E07000212,7000000000014060,http://opendatacommunities.org/id/geography/administration/nmd/E07000212,,,
local-authority-eng:RUS,Q1854225,Rushcliffe Borough Council,https://www.rushcliffe.gov.uk,E07000176,7000000000007731,http://opendatacommunities.org/id/geography/administration/nmd/E07000176,,,
local-authority-eng:RUT,Q23107,Rutland County Council,https://www.rutland.gov.uk,E06000017,7000000000037528,http://opendatacommunities.org/id/geography/administration/ua/E06000017,,,
local-authority-eng:RYE,Q657890,Ryedale District Council,https://www.ryedale.gov.uk,E07000167,7000000000021291,http://opendatacommunities.org/id/geography/administration/nmd/E07000167,,,
local-authority-eng:SAL,,St Albans City and District Council,https://www.stalbans.gov.uk,E07000100,,http://opendatacommunities.org/id/geography/administration/nmd/E07000100,,,
local-authority-eng:SAW,Q285964,Sandwell Metropolitan Borough Council,https://www.sandwell.gov.uk,E08000028,7000000000000081,http://opendatacommunities.org/id/geography/administration/md/E08000028,,,
local-authority-eng:SBU,Q1496379,South Bucks District Council,https://www.southbucks.gov.uk,E07000006,7000000000011693,http://opendatacommunities.org/id/geography/administration/nmd/E07000006,,,
local-authority-eng:SCA,Q969203,South Cambridgeshire District Council,https://www.scambs.gov.uk,E07000012,7000000000001303,http://opendatacommunities.org/id/geography/administration/nmd/E07000012,,,
local-authority-eng:SCE,Q894092,Scarborough Borough Council,https://www.scarborough.gov.uk,E07000168,7000000000021355,http://opendatacommunities.org/id/geography/administration/nmd/E07000168,,,
local-authority-eng:SCR,,Sheffield City Region,https://sheffieldcityregion.org.uk,,,,,,
local-authority-eng:SDE,Q745385,South Derbyshire District Council,https://www.south-derbys.gov.uk,E07000039,7000000000013540,http://opendatacommunities.org/id/geography/administration/nmd/E07000039,,,
local-authority-eng:SED,Q588518,St Edmundsbury Borough Council,https://www.stedmundsbury.gov.uk,E07000204,7000000000015647,http://opendatacommunities.org/id/geography/administration/nmd/E07000204,,,2019-03-31
local-authority-eng:SEG,Q1752483,Sedgemoor District Council,https://www.sedgemoor.gov.uk,E07000188,7000000000010575,http://opendatacommunities.org/id/geography/administration/nmd/E07000188,,,
